record_id,timestamp_hour,volume,hot,cold,building_id,apartment_id,apartment_name,apartment_size
2018-12-30 00:00:00+00,0,0,0,1bbf041c-f23c-437e-9c9b-2bd43d310a7c,82df838e-836d-4067-b7d5-8626174424cf,2
2018-12-30 00:00:00+00,0,0,0,1bbf041c-f23c-437e-9c9b-2bd43d310a7c,8506103b-73d9-4be1-9a93-ca26b200a2fb,2
2018-12-30 00:00:00+00,0,0,0,1bbf041c-f23c-437e-9c9b-2bd43d310a7c,e4460313-1e34-4224-9b22-916077a856f6,2
2018-12-30 00:00:00+00,0,0,0,1bbf041c-f23c-437e-9c9b-2bd43d310a7c,ff7b77c9-b25a-43f8-8238-60371cb035a3,2
2018-12-30 00:00:00+00,0,0,0,1bbf041c-f23c-437e-9c9b-2bd43d310a7c,5208295e-d967-4d23-9c0c-a35a0cd2d34d,2
2018-12-30 00:00:00+00,0,0,0,1bbf041c-f23c-437e-9c9b-2bd43d310a7c,949f6d44-8965-49e2-ab74-e88864c8ff09,3
2018-12-30 00:00:00+00,0,0,0,1bbf041c-f23c-437e-9c9b-2bd43d310a7c,e7b4f523-e68b-476d-95b8-4ccf0b9803d2,4
2018-12-30 00:00:00+00,0,0,0,1bbf041c-f23c-437e-9c9b-2bd43d310a7c,09bca693-d46a-4c08-ba31-1ccc358651bd,2
2018-12-30 00:00:00+00,0,0,0,1bbf041c-f23c-437e-9c9b-2bd43d310a7c,ba1391b3-3e05-4eda-9372-a0e3d8a10c59,4
2018-12-30 00:00:00+00,0,0,0,1bbf041c-f23c-437e-9c9b-2bd43d310a7c,e9018154-0003-416b-b203-807ad72dcc91,4
2018-12-30 00:00:00+00,0,0,0,1bbf041c-f23c-437e-9c9b-2bd43d310a7c,f58b8069-a2f5-4e2e-b8c2-a2bfb7fd642b,2
2018-12-30 00:00:00+00,0,0,0,1bbf041c-f23c-437e-9c9b-2bd43d310a7c,12df3e0c-4ca8-4579-809d-e08d1cc20f7e,1
2018-12-30 00:00:00+00,0,0,0,1bbf041c-f23c-437e-9c9b-2bd43d310a7c,fc8e3d05-9180-493d-bd73-84af7e6dea7b,3
2018-12-30 00:00:00+00,0,0,0,1bbf041c-f23c-437e-9c9b-2bd43d310a7c,72aa2e56-6fff-43ae-83e4-391df5a4c99a,2
2018-12-30 00:00:00+00,0,0,0,1bbf041c-f23c-437e-9c9b-2bd43d310a7c,7bbcab20-8f0c-47ae-9d21-7633f4c3f1de,3
2018-12-30 00:00:00+00,0,0,0,1bbf041c-f23c-437e-9c9b-2bd43d310a7c,3157e745-9e53-4e03-bc81-6cddc9954b9a,2
2018-12-30 00:00:00+00,0,0,0,1bbf041c-f23c-437e-9c9b-2bd43d310a7c,79373cdd-0005-46fa-91a1-84266a54cc56,2
2018-12-30 00:00:00+00,0,0,0,1bbf041c-f23c-437e-9c9b-2bd43d310a7c,794dbaf5-4d5f-40d0-aaca-b862080ce397,4
